label,x1,x2
1.0, 2.6430,-0.3853
0.0,-0.1199, 1.6582
0.0, 0.5078,-0.9149
0.0,-0.2489,-0.4410
1.0,-1.3481,-2.5483
0.0,-0.7878,-1.6760
1.0,-0.9623,-2.1236
0.0,-1.5559, 0.2794
0.0, 0.0549, 0.1175
0.0,-1.1531,-0.5318
1.0, 2.7080, 1.2723
0.0, 0.3047,-0.5199
1.0,-2.7406,-3.2120
1.0, 2.5277,-3.7855
1.0, 0.7575, 2.4427
0.0, 1.2449, 1.9784
0.0,-1.4167,-0.9195
0.0,-0.6789, 0.1278
1.0, 4.4380,-0.3403
1.0, 3.8596, 0.5977
0.0, 0.3752, 0.1378
0.0, 0.0414, 0.2571
1.0, 0.9638,-2.2543
1.0,-2.5607,-1.5835
1.0,-4.5746, 0.2843
1.0, 2.1312, 1.1391
0.0,-1.3898, 0.0339
1.0,-1.1362,-3.5300
1.0,-1.3370, 1.2372
0.0,-1.0498,-1.9139
1.0, 0.4418, 3.5435
0.0, 0.8728, 1.3291
1.0,-0.5562, 2.8985
0.0, 0.0156, 0.1083
1.0,-2.5389,-1.0288
0.0,-0.2270,-0.4965
0.0, 0.4924,-0.2090
1.0,-0.1844, 2.7888
0.0, 0.6633, 0.5378
1.0, 0.1523,-3.4692
0.0, 2.2683, 0.5727
0.0,-0.5841, 1.5360
0.0,-1.9742,-1.1575
1.0, 1.4547,-4.4093
1.0, 2.5206, 3.4243
1.0, 3.0053,-1.9368
0.0,-0.3264,-1.2909
0.0,-1.2809, 2.0908
0.0,-0.1300, 0.3538
0.0,-0.1966, 0.5926
1.0, 0.8053, 3.9992
0.0,-0.3473,-0.0355
0.0,-0.7417,-0.3637
0.0, 1.8094, 1.3708
0.0,-0.1529,-0.4852
0.0, 0.1160,-0.3927
1.0, 2.9539,-2.4633
1.0,-0.9948, 2.9811
1.0, 2.9290,-0.2742
1.0,-0.2389,-3.4796
0.0,-1.8266,-1.2880
1.0, 4.9603, 0.0714
0.0,-1.3747, 0.0716
1.0,-3.6240, 1.4644
1.0, 1.6085,-3.2210
0.0, 0.1766,-0.2193
1.0,-2.0184,-4.0407
1.0, 2.5229,-1.5288
0.0, 1.9094,-0.4854
0.0, 1.1529, 1.8453
1.0,-2.4015,-1.6456
1.0, 1.6519, 2.7151
0.0,-0.9981, 0.8060
1.0,-2.9684,-3.6160
1.0, 2.1586, 2.5845
0.0, 0.8878, 0.3433
0.0, 0.4064,-0.5117
1.0,-1.7627,-2.6064
1.0,-2.6736,-0.1925
0.0,-0.2868, 0.1214
1.0,-1.4156,-4.2499
1.0,-3.0973, 2.3506
1.0,-2.4121,-1.5070
