label,x1,x2
0.0, 2.3071, 4.5616
0.0,11.7903,-7.8061
1.0,-11.8735, 5.1503
1.0, 7.4176, 9.2062
1.0, 9.8589, 4.0518
1.0,-16.1985, 0.3932
0.0,-7.9761, 1.3279
0.0,14.3195,-6.4527
0.0,-9.0751,-1.8058
1.0,-7.5176, 9.2223
0.0,-9.2389, 4.0535
1.0, 4.2869,11.0097
1.0, 6.6769,10.7327
0.0,-6.1239,-9.3829
1.0,10.3603, 2.7834
0.0,15.1653,-5.1059
0.0,10.2629,-11.6540
0.0,-8.0222, 2.7248
1.0, 8.2997,-2.2432
1.0,-10.0064,10.3244
1.0,-14.5684, 1.4661
1.0,-1.0328,12.3407
0.0,13.3018,-4.2015
1.0,-7.2042,12.2391
0.0,13.9485,-5.1334
0.0,-7.6591, 2.4029
1.0,-2.3245,-6.2729
1.0,-9.8734,10.2228
0.0,-0.9029, 5.4757
0.0,-7.5884,-8.5026
0.0,-6.1064,-11.2767
1.0, 9.4145,-0.7404
1.0, 3.8891,11.1578
1.0, 6.8213, 7.6016
1.0, 8.7577, 3.0867
1.0,-15.2665, 2.2928
0.0,15.2359,-3.1680
1.0, 8.0850,-0.0888
1.0,-17.2464, 0.7135
0.0,14.9208,-3.3193
1.0,-9.8293,10.9151
0.0,-6.4557, 2.6904
1.0,-1.7577,-4.1359
0.0,-8.1481,-3.9970
0.0, 3.6368,-12.5127
0.0,-10.6932,-1.2365
0.0, 0.3637,-11.9416
1.0, 8.2088,-4.8664
1.0,-12.1936, 7.5367
0.0, 7.3621,-11.8417
0.0, 9.6716,-12.7134
1.0,10.6833, 2.9662
1.0,-4.2597,12.7396
1.0,-5.5190,10.5840
0.0,16.1883, 2.0122
0.0, 7.9380,-12.5962
1.0, 9.8478, 6.3491
1.0, 8.5519, 2.8832
0.0,-9.6457, 1.4186
1.0, 8.2489, 6.5453
0.0, 2.7452, 5.3499
1.0,-16.5631, 1.3685
1.0,-8.1908,11.4558
1.0,-8.8467, 9.4841
0.0, 1.8186, 3.6008
0.0,-9.4508,-4.5272
0.0, 1.9122, 7.0680
0.0,-2.2839,-12.3011
0.0,-9.1508,-1.7786
1.0,-12.8214, 8.3724
1.0,11.6544, 0.9099
0.0,-9.4040, 0.5707
1.0, 9.0108,-1.1967
1.0,-13.2432, 5.2164
0.0, 4.9370, 0.7325
1.0,-14.8147, 3.8621
1.0, 0.0599,-6.4117
0.0,11.2454,-10.0376
0.0,-8.4010,-8.2943
0.0,-6.7607,-6.5613
1.0, 9.0435, 7.8818
0.0,-8.6370,-4.9931
1.0,10.5668,-4.3270
1.0,-7.4019,13.3543
0.0, 0.4780,-11.2844
0.0, 6.2993,-12.9615
0.0,-4.1135, 6.4872
0.0,11.4886,-9.4048
0.0, 9.7871,-11.7012
0.0,-5.3016,-9.8047
1.0, 5.7986, 9.3104
0.0,-9.3205,-6.7653
0.0,14.0229,-8.3230
1.0,-7.9835,12.7951
1.0, 8.8981,-2.6512
0.0,13.9649,-3.6580
1.0, 8.5117,-1.5223
1.0, 4.6844,12.7428
0.0, 1.3166,-11.3190
1.0,-2.8094,13.2009
0.0, 2.2973,-13.9699
0.0, 0.4383,-12.7163
